label,n,age_mean,age_std,predicted_brain_age_mean,predicted_brain_age_std,BAG_mean,BAG_std,BAG_median,mean_absolute_BAG,MAE,RMSE,corr_age_vs_pred,corr_age_vs_BAG
BNX_healthy,521,50.716867604419974,15.341179759590336,50.05150823224567,15.425480549561295,8.18283380913743e-17,3.6520155024237297,0.06897183153894748,2.901702744330201,2.901702744330201,3.6520155024237297,0.9715700839377077,4.381608943761598e-17
BNX_CM_exp0,520,50.69822566208603,15.350027265619822,50.19452871346153,14.986419360216855,0.16123196731604492,4.212128023234789,0.2423719410576436,3.343157415090535,3.343157415090535,4.215212714846597,0.9605261099424572,-0.14261948753617187
BNX_CM_BID_exp1,521,50.716867604419974,15.341179759590336,50.020402882917466,12.314761899826944,-0.031105398779846496,7.658455279480048,0.24766328141614646,5.912041388102664,5.912041388102664,7.658518447691373,0.8604484349021945,-0.5733163821584412
BNX_CM_LIT_exp1,521,50.716867604419974,15.341179759590336,49.08357576391555,14.180499349577126,-0.9679325117145873,4.998698102417423,-0.5993860142725398,3.801298166557923,3.801298166557923,5.091549475979356,0.9427433016720399,-0.32375725304096264
BNX_CM_USB_exp1,521,50.716867604419974,15.341179759590336,44.58099310556622,5.04129679816406,-5.470515146378695,12.716525840335507,-6.77084312564553,11.815225380635683,11.815225380635683,13.84328593270685,0.5844386743564192,-0.9468471817797952
BNX_GLI_exp0,521,50.716867604419974,15.341179759590336,51.72375685796545,15.87458456765649,1.6722485480896356,3.8608730704230796,1.8510810617073599,3.355357769319297,3.355357769319297,4.207464328132329,0.9703284051500599,0.10790948261573559
BNX_GLI_BID_exp1,521,50.716867604419974,15.341179759590336,52.36858749712092,12.62363825350756,2.317079333972553,6.533057774574538,2.388385892655058,5.4801362413076475,5.4801362413076475,6.931789128778479,0.9019616826272517,-0.55118100286394
BNX_GLI_LIT_exp1,521,50.716867604419974,15.341179759590336,51.094786646833015,15.85985774518475,1.0432784779057083,3.7961465799707264,1.2098397112491122,3.0979640053048803,3.0979640053048803,3.936897108013454,0.9712888695466343,0.10999781289037647
BNX_GLI_USB_exp1,521,50.716867604419974,15.341179759590336,42.755419443378116,5.2372276145073196,-7.296088784300001,12.503030803070796,-7.776369120818829,12.147120791179775,12.147120791179775,14.476142124576057,0.6097019872386074,-0.9432742776478635
BNX_USB_exp0,521,50.716867604419974,15.341179759590336,45.149635714011524,4.530914445083506,-4.901872552136852,12.90947132150138,-5.724322730338277,11.701066385074899,11.701066385074899,13.808794455638017,0.5778920669269022,-0.9580993358060343
JOOS_healthy,521,50.716867604419974,15.341179759590336,46.86007065067179,14.15983500512771,-1.3638056348562383e-17,5.633154392073327,-0.05605146158636387,4.538545777821733,4.538545777821733,5.633154392073327,0.9174607678473383,1.9190029493364967e-16
JOOS_CM_exp0,521,50.716867604419974,15.341179759590336,49.06732077159309,13.996172655724415,2.2072500275404994,7.015703899874346,1.6707631034651043,5.556110931940367,5.556110931940367,7.354730035479864,0.8674281255060822,-0.12121653626176926
JOOS_CM_BID_exp1,521,50.716867604419974,15.341179759590336,53.50311570057582,13.054167472280922,6.64304504516046,8.533281394848279,6.155272958512001,8.228091512538208,8.228091512538208,10.814200795051603,0.7853239780679732,-0.32101863562697286
JOOS_CM_LIT_exp1,521,50.716867604419974,15.341179759590336,50.08008881573896,14.364853234015662,3.220018212686372,9.083957190917493,1.9967847627666477,6.6747492987749535,6.6747492987749535,9.6377795957603,0.7839643174313295,-0.19039727057163205
JOOS_CM_USB_exp1,521,50.716867604419974,15.341179759590336,68.79671103838771,1.3052172711441141,21.93664038720461,13.195641860342587,20.859658900262893,22.181771368456978,22.181771368456978,25.599631942353426,-0.10771492853558091,-0.9951531453034852
JOOS_GLI_exp0,521,50.716867604419974,15.341179759590336,47.631137460652596,13.89665050807372,0.7710668152890596,5.738145958914606,0.7503201636158809,4.688808245479204,4.688808245479204,5.789720466434285,0.9110790249373919,-0.05753535429559773
JOOS_GLI_BID_exp1,521,50.716867604419974,15.341179759590336,51.78127372360844,12.459763414926536,4.921203117062573,6.097833584281203,5.234479738413636,6.4254148616514195,6.4254148616514195,7.83593099388797,0.8860128932049736,-0.32004515014012064
JOOS_GLI_LIT_exp1,521,50.716867604419974,15.341179759590336,45.58417104798465,13.626049524680601,-1.2758996368197697,5.781381075256818,-1.0726361320873363,4.6966439080741536,4.6966439080741536,5.920497193697037,0.9067288861399067,-0.11000147384083661
JOOS_GLI_USB_exp1,521,50.716867604419974,15.341179759590336,68.78521484644914,1.3278950300899162,21.925144117484837,13.221738738100225,20.244361214249537,22.173269307144775,22.173269307144775,25.603248228126446,-0.12412668865018044,-0.9950219494573214
JOOS_USB_exp0,521,50.716867604419974,15.341179759590336,68.83667849999999,3.3379062115968745,21.97660784906257,13.628994201877294,21.294532214249536,22.426934119947962,22.426934119947962,25.859636028109204,-0.0673311066788274,-0.9696854994022349
